Algorithm,Function,Mean,Std,Convergence
SaDE,F11,5417.947,4617.779,1:31757672498.471;100:49721518.503;200:2742266.39;300:731863.36;400:333186.562;500:159573.66;600:75896.205;700:34189.313;800:19716.712;900:13628.827;1000:9975.802;1100:7759.915;1200:6867.765;1300:5970.778;1400:5632.932;1500:5417.947
SaDE,F12,3324.325,2634.388,1:27962836027.629;100:7363173.092;200:82196.967;300:26841.068;400:15683.303;500:10480.633;600:7496.375;700:6112.94;800:5210.172;900:4807.145;1000:4577.317;1100:4416.361;1200:4225.364;1300:3961.493;1400:3598.185;1500:3324.325
SaDE,F13,2164.958,1972.061,1:737205649.362;100:1592791.276;200:189866.503;300:100113.035;400:45702.062;500:21641.167;600:11365.96;700:7185.907;800:5602.267;900:4485.19;1000:3727.723;1100:3188.671;1200:2926.533;1300:2661.881;1400:2280.651;1500:2164.958
SaDE,F14,7712.177,5806.113,1:16879820282.571;100:1395992.249;200:77319.905;300:46185.322;400:34673.432;500:26576.753;600:21193.165;700:17497.009;800:15075.875;900:13515.194;1000:12317.496;1100:11384.251;1200:10310.521;1300:9323.519;1400:8428.497;1500:7712.177
SaDE,F15,1555.281,123.212,1:63955875246.052;100:250585.148;200:3011.591;300:1569.726;400:1557.207;500:1556.295;600:1556.042;700:1555.858;800:1555.716;900:1555.589;1000:1555.512;1100:1555.446;1200:1555.4;1300:1555.361;1400:1555.32;1500:1555.281
SaDE,F16,1803.455,196.862,1:2.4398542850767907e+17;100:60026.904;200:18889.534;300:7705.764;400:3597.876;500:2624.313;600:2227.09;700:2070.827;800:1987.311;900:1930.787;1000:1900.826;1100:1874.602;1200:1856.466;1300:1836.039;1400:1819.674;1500:1803.455
SaDE,F17,4232.033,2971.411,1:3984374775.719;100:414091.451;200:145102.126;300:89462.146;400:52103.767;500:32206.352;600:21021.969;700:15536.137;800:12359.648;900:8862.141;1000:7280.469;1100:6352.401;1200:5469.83;1300:4999.002;1400:4554.956;1500:4232.033
SaDE,F18,1877.986,57.839,1:1.2847610877070691e+17;100:11320082.163;200:82629.347;300:26862.173;400:12917.008;500:7693.096;600:6188.064;700:4595.763;800:3352.976;900:2672.666;1000:2347.195;1100:2112.072;1200:1998.01;1300:1940.43;1400:1903.933;1500:1877.986
SaDE,F19,2154.085,128.721,1:26389.739;100:4540.729;200:2771.272;300:2354.492;400:2253.556;500:2209.814;600:2190.277;700:2178.25;800:2171.992;900:2167.658;1000:2164.2;1100:2162.037;1200:2159.874;1300:2157.206;1400:2155.824;1500:2154.085
SaDE,F20,2234.18,68.159,1:70722.715;100:3111.506;200:2387.434;300:2338.101;400:2313.359;500:2292.411;600:2277.469;700:2268.033;800:2261.874;900:2255.82;1000:2250.013;1100:2245.335;1200:2241.482;1300:2238.858;1400:2236.299;1500:2234.18
SaDE,F21,2653.261,592.753,1:9431.871;100:3316.655;200:2761.414;300:2671.197;400:2655.31;500:2653.433;600:2653.27;700:2653.261;800:2653.261;900:2653.261;1000:2653.261;1100:2653.261;1200:2653.261;1300:2653.261;1400:2653.261;1500:2653.261
SaDE,F22,2411.842,44.333,1:76028.451;100:7075.811;200:2612.839;300:2429.712;400:2418.292;500:2416.209;600:2415.655;700:2414.16;800:2413.314;900:2413.175;1000:2413.1;1100:2412.722;1200:2412.337;1300:2412.296;1400:2412.19;1500:2411.842
SaDE,F23,2515.801,47.648,1:37955.52;100:4923.437;200:2626.862;300:2530.043;400:2523.068;500:2520.086;600:2518.344;700:2517.911;800:2517.008;900:2516.852;1000:2516.786;1100:2516.448;1200:2516.322;1300:2515.941;1400:2515.881;1500:2515.801
SaDE,F24,2822.016,4.221,1:11539.715;100:2985.763;200:2833.225;300:2824.081;400:2823.031;500:2822.707;600:2822.498;700:2822.384;800:2822.296;900:2822.225;1000:2822.184;1100:2822.136;1200:2822.09;1300:2822.058;1400:2822.036;1500:2822.016
SaDE,F25,3276.745,46.995,1:42200.904;100:3423.892;200:3291.783;300:3279.358;400:3277.509;500:3277.233;600:3276.943;700:3276.782;800:3276.749;900:3276.746;1000:3276.746;1100:3276.746;1200:3276.746;1300:3276.745;1400:3276.745;1500:3276.745
SaDE,F26,3535.629,1012.219,1:10817.951;100:4387.46;200:3650.74;300:3556.709;400:3547.495;500:3542.647;600:3540.531;700:3538.925;800:3537.952;900:3537.204;1000:3536.773;1100:3536.371;1200:3536.134;1300:3535.936;1400:3535.765;1500:3535.629
SaDE,F27,2700.0,0.0,1:25594.37;100:3205.086;200:2883.918;300:2754.182;400:2715.073;500:2702.646;600:2700.127;700:2700.005;800:2700.0;900:2700.0;1000:2700.0;1100:2700.0;1200:2700.0;1300:2700.0;1400:2700.0;1500:2700.0
SaDE,F28,5657.771,1344.678,1:1258774367525952.2;100:28734600.102;200:82943.207;300:26245.68;400:12220.203;500:9050.939;600:7431.277;700:6723.228;800:6414.299;900:6174.523;1000:6008.006;1100:5909.509;1200:5851.798;1300:5722.938;1400:5680.336;1500:5657.771
SaDE,F29,7687.043,3284.397,1:503433715207876.1;100:16629973.695;200:438917.524;300:156987.71;400:92509.332;500:59308.503;600:39684.665;700:28072.16;800:19396.41;900:14025.407;1000:11580.292;1100:10283.221;1200:9392.177;1300:8607.94;1400:8165.035;1500:7687.043
SHADE,F1,100.0,0.0,1:81856306947.392;100:1160073370.589;200:234721.849;300:4591.332;400:3098.757;500:125.748;600:100.209;700:100.001;800:100.0;900:100.0;1000:100.0;1100:100.0;1200:100.0;1300:100.0;1400:100.0;1500:100.0
SHADE,F2,200.0,0.0,1:44413599.114;100:25712.949;200:1765.673;300:202.675;400:200.0;500:200.0;600:200.0;700:200.0;800:200.0;900:200.0;1000:200.0;1100:200.0;1200:200.0;1300:200.0;1400:200.0;1500:200.0
SHADE,F3,329.894,28.055,1:34761.593;100:664.073;200:400.955;300:385.943;400:377.325;500:370.007;600:365.639;700:360.809;800:354.726;900:351.023;1000:348.989;1100:346.012;1200:342.266;1300:336.605;1400:331.307;1500:329.894
SHADE,F4,438.323,5.348,1:122019.122;100:2911.951;200:625.166;300:582.918;400:549.058;500:520.56;600:500.687;700:485.859;800:473.706;900:465.93;1000:458.882;1100:453.042;1200:448.789;1300:444.29;1400:441.709;1500:438.323
SHADE,F5,500.0,0.0,1:500.203;100:500.001;200:500.001;300:500.0;400:500.0;500:500.0;600:500.0;700:500.0;800:500.0;900:500.0;1000:500.0;1100:500.0;1200:500.0;1300:500.0;1400:500.0;1500:500.0
SHADE,F6,672.261,3.324,1:4013674.726;100:97754.303;200:899.154;300:833.181;400:795.626;500:764.344;600:743.512;700:726.499;800:714.358;900:704.185;1000:696.977;1100:690.686;1200:684.423;1300:680.061;1400:675.519;1500:672.261
SHADE,F7,1189.167,30.848,1:1510.69;100:1193.966;200:1191.535;300:1191.533;400:1190.389;500:1189.167;600:1189.167;700:1189.167;800:1189.167;900:1189.167;1000:1189.167;1100:1189.167;1200:1189.167;1300:1189.167;1400:1189.167;1500:1189.167
SHADE,F8,811.151,0.345,1:859.771;100:811.757;200:811.155;300:811.151;400:811.151;500:811.151;600:811.151;700:811.151;800:811.151;900:811.151;1000:811.151;1100:811.151;1200:811.151;1300:811.151;1400:811.151;1500:811.151
SHADE,F9,5230.96,245.416,1:9536.827;100:5262.082;200:5243.477;300:5231.533;400:5231.066;500:5230.994;600:5230.973;700:5230.966;800:5230.963;900:5230.962;1000:5230.961;1100:5230.961;1200:5230.961;1300:5230.961;1400:5230.96;1500:5230.96
SHADE,F10,1350.948,459.806,1:21889400203.204;100:141545.074;200:39583.833;300:22147.7;400:15001.615;500:9924.852;600:6213.773;700:3563.498;800:2560.378;900:2056.902;1000:1745.802;1100:1661.535;1200:1589.026;1300:1447.259;1400:1361.233;1500:1350.948
SHADE,F11,5517.148,3077.778,1:31892237447.983;100:25135365.416;200:851562.514;300:183642.79;400:86350.031;500:44169.202;600:22534.035;700:12815.827;800:9884.452;900:7822.104;1000:6333.993;1100:5905.567;1200:5718.452;1300:5630.22;1400:5577.146;1500:5517.148
SHADE,F12,2394.624,2622.423,1:27856246571.345;100:9745410.292;200:34372.69;300:12738.542;400:7767.392;500:4813.022;600:3569.232;700:2642.001;800:2538.35;900:2437.349;1000:2422.735;1100:2415.906;1200:2409.233;1300:2404.377;1400:2398.535;1500:2394.624
SHADE,F13,1698.024,703.33,1:738410783.512;100:1295221.925;200:130513.183;300:38583.342;400:12861.049;500:6208.18;600:3828.9;700:3001.333;800:2470.411;900:2233.328;1000:2086.964;1100:1949.89;1200:1847.734;1300:1748.892;1400:1724.362;1500:1698.024
SHADE,F14,3078.857,2595.335,1:16943917905.25;100:657186.519;200:53269.063;300:36308.134;400:27481.407;500:21633.463;600:17640.287;700:13885.411;800:11463.455;900:8698.092;1000:6578.802;1100:5389.755;1200:4439.774;1300:3957.197;1400:3506.884;1500:3078.857
SHADE,F15,1558.668,99.276,1:63909305738.801;100:231523.5;200:1697.559;300:1560.656;400:1559.992;500:1559.722;600:1559.536;700:1559.44;800:1559.351;900:1559.242;1000:1559.162;1100:1559.087;1200:1559.038;1300:1558.966;1400:1558.801;1500:1558.668
SHADE,F16,1856.056,270.013,1:2.496005950846588e+17;100:37264.101;200:8782.839;300:3191.558;400:2376.164;500:2067.08;600:1949.882;700:1913.46;800:1898.986;900:1883.61;1000:1875.217;1100:1870.396;1200:1865.512;1300:1862.202;1400:1858.725;1500:1856.056
SHADE,F17,2865.796,929.153,1:3921404765.26;100:264731.434;200:93825.314;300:46272.401;400:18918.995;500:10168.461;600:7357.336;700:5690.859;800:4635.14;900:4059.407;1000:3721.22;1100:3456.091;1200:3268.338;1300:3108.695;1400:2981.931;1500:2865.796
SHADE,F18,1818.838,2.787,1:1.2790288584809216e+17;100:7743958.449;200:39520.247;300:10017.413;400:2003.756;500:1843.973;600:1836.691;700:1831.144;800:1827.663;900:1825.345;1000:1823.335;1100:1822.034;1200:1821.154;1300:1820.076;1400:1819.399;1500:1818.838
SHADE,F19,2135.17,114.575,1:26482.571;100:3616.353;200:2478.962;300:2298.814;400:2198.83;500:2167.966;600:2155.701;700:2148.545;800:2144.362;900:2141.349;1000:2139.687;1100:2138.5;1200:2137.292;1300:2136.489;1400:2135.671;1500:2135.17
SHADE,F20,2231.699,52.918,1:70658.147;100:3396.949;200:2394.007;300:2354.589;400:2328.209;500:2302.439;600:2285.552;700:2271.039;800:2261.5;900:2252.994;1000:2248.034;1100:2243.359;1200:2240.414;1300:2236.913;1400:2234.15;1500:2231.699
SHADE,F21,3894.048,1114.187,1:9454.929;100:4101.877;200:3933.204;300:3908.138;400:3896.381;500:3894.439;600:3894.057;700:3894.048;800:3894.048;900:3894.048;1000:3894.048;1100:3894.048;1200:3894.048;1300:3894.048;1400:3894.048;1500:3894.048
SHADE,F22,2405.003,26.944,1:76115.175;100:9735.896;200:2493.321;300:2410.865;400:2408.77;500:2407.955;600:2407.137;700:2407.028;800:2406.459;900:2405.989;1000:2405.646;1100:2405.573;1200:2405.338;1300:2405.327;1400:2405.12;1500:2405.003
SHADE,F23,2508.726,32.654,1:38019.126;100:6862.88;200:2560.302;300:2520.381;400:2517.891;500:2515.061;600:2514.03;700:2512.859;800:2512.28;900:2511.511;1000:2510.652;1100:2510.174;1200:2509.582;1300:2509.203;1400:2508.992;1500:2508.726
SHADE,F24,2824.605,7.336,1:11567.223;100:3051.723;200:2836.771;300:2826.374;400:2825.502;500:2825.165;600:2824.941;700:2824.816;800:2824.745;900:2824.701;1000:2824.676;1100:2824.656;1200:2824.639;1300:2824.623;1400:2824.612;1500:2824.605
SHADE,F25,3227.253,56.885,1:42395.838;100:3608.943;200:3250.154;300:3235.934;400:3233.101;500:3231.667;600:3229.692;700:3228.836;800:3228.065;900:3227.548;1000:3227.394;1100:3227.339;1200:3227.269;1300:3227.254;1400:3227.253;1500:3227.253
SHADE,F26,4176.688,1450.369,1:10682.162;100:4687.316;200:4220.879;300:4210.394;400:4198.731;500:4178.097;600:4177.528;700:4177.309;800:4177.215;900:4177.154;1000:4176.908;1100:4176.825;1200:4176.773;1300:4176.74;1400:4176.709;1500:4176.688
SHADE,F27,2700.0,0.0,1:25361.773;100:3189.349;200:2861.536;300:2734.381;400:2713.708;500:2710.727;600:2700.268;700:2700.001;800:2700.0;900:2700.0;1000:2700.0;1100:2700.0;1200:2700.0;1300:2700.0;1400:2700.0;1500:2700.0
SHADE,F28,5620.706,1121.375,1:1306044336254887.5;100:23946534.676;200:35554.309;300:10461.329;400:7557.433;500:6515.191;600:6025.215;700:5870.623;800:5741.685;900:5667.643;1000:5652.108;1100:5639.341;1200:5627.585;1300:5623.101;1400:5621.429;1500:5620.706
SHADE,F29,5468.738,1006.855,1:492734178028966.56;100:11369587.151;200:175736.467;300:87222.245;400:42404.0;500:20382.607;600:12119.278;700:8044.934;800:6948.889;900:6226.015;1000:6116.636;1100:5977.437;1200:5731.361;1300:5616.248;1400:5556.341;1500:5468.738
ILSHADE,F1,100.002,0.01,1:82160077709.519;100:231133537.028;200:70591.316;300:4198.921;400:3976.832;500:2793.152;600:1587.848;700:944.285;800:593.721;900:215.053;1000:125.794;1100:104.85;1200:102.301;1300:101.826;1400:101.116;1500:100.117;1600:100.011;1700:100.003;1800:100.002;1900:100.002;2000:100.002;2100:100.002;2200:100.002;2300:100.002;2400:100.002;2500:100.002;2600:100.002;2700:100.002;2800:100.002;2900:100.002;3000:100.002;3100:100.002;3200:100.002;3300:100.002;3400:100.002;3500:100.002;3600:100.002;3700:100.002;3800:100.002;3900:100.002;4000:100.002;4100:100.002;4200:100.002;4300:100.002;4400:100.002;4500:100.002;4600:100.002;4700:100.002;4800:100.002;4900:100.002;5000:100.002
ILSHADE,F2,200.0,0.0,1:49348392.965;100:2706.64;200:204.612;300:200.004;400:200.0;500:200.0;600:200.0;700:200.0;800:200.0;900:200.0;1000:200.0;1100:200.0;1200:200.0;1300:200.0;1400:200.0;1500:200.0;1600:200.0;1700:200.0;1800:200.0;1900:200.0;2000:200.0;2100:200.0;2200:200.0;2300:200.0;2400:200.0;2500:200.0;2600:200.0;2700:200.0;2800:200.0;2900:200.0;3000:200.0;3100:200.0;3200:200.0;3300:200.0;3400:200.0;3500:200.0;3600:200.0;3700:200.0;3800:200.0;3900:200.0;4000:200.0;4100:200.0;4200:200.0;4300:200.0;4400:200.0;4500:200.0;4600:200.0;4700:200.0;4800:200.0;4900:200.0;5000:200.0
ILSHADE,F3,333.222,28.705,1:35108.893;100:429.757;200:370.672;300:361.221;400:357.112;500:354.596;600:352.178;700:350.136;800:349.283;900:348.852;1000:348.317;1100:347.556;1200:346.998;1300:346.437;1400:344.943;1500:343.422;1600:342.062;1700:341.479;1800:341.167;1900:340.914;2000:340.7;2100:340.517;2200:340.216;2300:339.96;2400:339.749;2500:339.564;2600:339.348;2700:338.153;2800:337.246;2900:336.339;3000:335.65;3100:335.054;3200:334.513;3300:334.166;3400:333.974;3500:333.764;3600:333.692;3700:333.609;3800:333.531;3900:333.47;4000:333.388;4100:333.352;4200:333.318;4300:333.29;4400:333.265;4500:333.243;4600:333.235;4700:333.232;4800:333.226;4900:333.225;5000:333.222
ILSHADE,F4,445.058,13.455,1:122016.136;100:1130.16;200:623.631;300:581.819;400:558.16;500:541.693;600:535.498;700:529.182;800:523.233;900:517.14;1000:512.289;1100:509.243;1200:506.037;1300:502.596;1400:499.948;1500:496.18;1600:491.252;1700:486.955;1800:482.145;1900:477.175;2000:473.872;2100:471.655;2200:468.001;2300:464.644;2400:461.546;2500:459.209;2600:456.777;2700:454.041;2800:451.725;2900:449.262;3000:447.503;3100:446.666;3200:446.137;3300:445.825;3400:445.308;3500:445.239;3600:445.186;3700:445.117;3800:445.105;3900:445.096;4000:445.092;4100:445.074;4200:445.067;4300:445.063;4400:445.062;4500:445.06;4600:445.059;4700:445.059;4800:445.058;4900:445.058;5000:445.058
ILSHADE,F5,500.0,0.0,1:500.209;100:500.0;200:500.0;300:500.0;400:500.0;500:500.0;600:500.0;700:500.0;800:500.0;900:500.0;1000:500.0;1100:500.0;1200:500.0;1300:500.0;1400:500.0;1500:500.0;1600:500.0;1700:500.0;1800:500.0;1900:500.0;2000:500.0;2100:500.0;2200:500.0;2300:500.0;2400:500.0;2500:500.0;2600:500.0;2700:500.0;2800:500.0;2900:500.0;3000:500.0;3100:500.0;3200:500.0;3300:500.0;3400:500.0;3500:500.0;3600:500.0;3700:500.0;3800:500.0;3900:500.0;4000:500.0;4100:500.0;4200:500.0;4300:500.0;4400:500.0;4500:500.0;4600:500.0;4700:500.0;4800:500.0;4900:500.0;5000:500.0
ILSHADE,F6,680.202,16.585,1:4017348.705;100:18179.972;200:904.858;300:837.794;400:803.955;500:791.47;600:778.687;700:769.763;800:764.085;900:760.176;1000:755.145;1100:750.756;1200:745.278;1300:741.002;1400:738.154;1500:734.694;1600:732.511;1700:730.473;1800:727.393;1900:724.938;2000:722.929;2100:721.863;2200:719.348;2300:715.854;2400:712.905;2500:710.038;2600:704.223;2700:695.346;2800:689.45;2900:685.881;3000:682.754;3100:681.439;3200:680.878;3300:680.606;3400:680.476;3500:680.414;3600:680.365;3700:680.333;3800:680.301;3900:680.258;4000:680.23;4100:680.22;4200:680.218;4300:680.213;4400:680.21;4500:680.208;4600:680.206;4700:680.206;4800:680.206;4900:680.205;5000:680.205
ILSHADE,F7,1175.483,34.874,1:1515.152;100:1176.9;200:1175.484;300:1175.483;400:1175.483;500:1175.483;600:1175.483;700:1175.483;800:1175.483;900:1175.483;1000:1175.483;1100:1175.483;1200:1175.483;1300:1175.483;1400:1175.483;1500:1175.483;1600:1175.483;1700:1175.483;1800:1175.483;1900:1175.483;2000:1175.483;2100:1175.483;2200:1175.483;2300:1175.483;2400:1175.483;2500:1175.483;2600:1175.483;2700:1175.483;2800:1175.483;2900:1175.483;3000:1175.483;3100:1175.483;3200:1175.483;3300:1175.483;3400:1175.483;3500:1175.483;3600:1175.483;3700:1175.483;3800:1175.483;3900:1175.483;4000:1175.483;4100:1175.483;4200:1175.483;4300:1175.483;4400:1175.483;4500:1175.483;4600:1175.483;4700:1175.483;4800:1175.483;4900:1175.483;5000:1175.483
ILSHADE,F8,811.382,0.812,1:859.868;100:811.527;200:811.405;300:811.388;400:811.382;500:811.382;600:811.382;700:811.382;800:811.382;900:811.382;1000:811.382;1100:811.382;1200:811.382;1300:811.382;1400:811.382;1500:811.382;1600:811.382;1700:811.382;1800:811.382;1900:811.382;2000:811.382;2100:811.382;2200:811.382;2300:811.382;2400:811.382;2500:811.382;2600:811.382;2700:811.382;2800:811.382;2900:811.382;3000:811.382;3100:811.382;3200:811.382;3300:811.382;3400:811.382;3500:811.382;3600:811.382;3700:811.382;3800:811.382;3900:811.382;4000:811.382;4100:811.382;4200:811.382;4300:811.382;4400:811.382;4500:811.382;4600:811.382;4700:811.382;4800:811.382;4900:811.382;5000:811.382
ILSHADE,F9,5144.541,268.942,1:9500.901;100:5148.101;200:5144.624;300:5144.556;400:5144.547;500:5144.544;600:5144.543;700:5144.543;800:5144.542;900:5144.542;1000:5144.542;1100:5144.542;1200:5144.542;1300:5144.541;1400:5144.541;1500:5144.541;1600:5144.541;1700:5144.541;1800:5144.541;1900:5144.541;2000:5144.541;2100:5144.541;2200:5144.541;2300:5144.541;2400:5144.541;2500:5144.541;2600:5144.541;2700:5144.541;2800:5144.541;2900:5144.541;3000:5144.541;3100:5144.541;3200:5144.541;3300:5144.541;3400:5144.541;3500:5144.541;3600:5144.541;3700:5144.541;3800:5144.541;3900:5144.541;4000:5144.541;4100:5144.541;4200:5144.541;4300:5144.541;4400:5144.541;4500:5144.541;4600:5144.541;4700:5144.541;4800:5144.541;4900:5144.541;5000:5144.541
ILSHADE,F10,1506.536,580.688,1:21893787025.412;100:91393.941;200:15490.742;300:5358.771;400:2903.829;500:2058.641;600:1838.159;700:1714.838;800:1645.091;900:1615.263;1000:1596.838;1100:1588.731;1200:1584.025;1300:1579.154;1400:1532.52;1500:1523.246;1600:1516.624;1700:1511.298;1800:1509.149;1900:1508.619;2000:1508.395;2100:1508.227;2200:1508.036;2300:1507.895;2400:1507.786;2500:1507.674;2600:1507.49;2700:1507.252;2800:1507.132;2900:1507.04;3000:1506.92;3100:1506.727;3200:1506.671;3300:1506.637;3400:1506.613;3500:1506.597;3600:1506.581;3700:1506.571;3800:1506.565;3900:1506.555;4000:1506.548;4100:1506.544;4200:1506.541;4300:1506.54;4400:1506.539;4500:1506.538;4600:1506.538;4700:1506.537;4800:1506.537;4900:1506.536;5000:1506.536
ILSHADE,F11,5914.533,3651.771,1:31869776783.388;100:5104148.2;200:60046.868;300:16630.041;400:10770.375;500:8482.374;600:7663.071;700:7308.692;800:7166.398;900:7052.105;1000:6951.154;1100:6894.056;1200:6858.563;1300:6828.729;1400:6670.505;1500:6479.846;1600:6256.213;1700:6148.823;1800:6103.873;1900:6074.292;2000:6057.12;2100:6031.217;2200:5999.357;2300:5979.439;2400:5965.875;2500:5959.597;2600:5953.234;2700:5943.73;2800:5938.336;2900:5933.556;3000:5927.785;3100:5923.195;3200:5920.769;3300:5919.008;3400:5917.787;3500:5916.82;3600:5915.603;3700:5915.171;3800:5915.009;3900:5914.852;4000:5914.77;4100:5914.671;4200:5914.631;4300:5914.595;4400:5914.564;4500:5914.553;4600:5914.546;4700:5914.542;4800:5914.538;4900:5914.534;5000:5914.533
ILSHADE,F12,3287.163,4111.38,1:28090309554.612;100:444180.532;200:17595.583;300:7465.02;400:5158.926;500:4527.569;600:4044.75;700:3784.763;800:3698.234;900:3651.361;1000:3630.955;1100:3620.868;1200:3613.386;1300:3600.651;1400:3583.02;1500:3551.347;1600:3514.059;1700:3487.913;1800:3467.631;1900:3304.612;2000:3294.196;2100:3292.077;2200:3290.779;2300:3290.142;2400:3289.393;2500:3289.022;2600:3288.57;2700:3288.069;2800:3287.823;2900:3287.645;3000:3287.482;3100:3287.375;3200:3287.308;3300:3287.268;3400:3287.244;3500:3287.225;3600:3287.212;3700:3287.202;3800:3287.195;3900:3287.184;4000:3287.174;4100:3287.17;4200:3287.167;4300:3287.166;4400:3287.166;4500:3287.165;4600:3287.164;4700:3287.164;4800:3287.163;4900:3287.163;5000:3287.163
ILSHADE,F13,1805.406,877.414,1:751622169.404;100:26571.208;200:8606.956;300:4987.454;400:3680.04;500:2798.849;600:2580.015;700:2459.864;800:2383.489;900:2321.562;1000:2270.564;1100:2233.503;1200:2213.786;1300:2190.707;1400:2167.582;1500:2130.694;1600:1998.157;1700:1955.902;1800:1929.662;1900:1921.192;2000:1915.359;2100:1901.534;2200:1894.11;2300:1886.447;2400:1882.57;2500:1880.499;2600:1878.044;2700:1872.573;2800:1868.52;2900:1864.278;3000:1860.415;3100:1857.164;3200:1855.265;3300:1853.361;3400:1851.697;3500:1850.607;3600:1849.558;3700:1849.04;3800:1847.229;3900:1845.088;4000:1841.826;4100:1814.775;4200:1808.457;4300:1807.057;4400:1806.19;4500:1805.916;4600:1805.761;4700:1805.651;4800:1805.583;4900:1805.448;5000:1805.419
ILSHADE,F14,3790.198,2727.284,1:16932066664.68;100:82774.032;200:20005.064;300:11044.251;400:8111.247;500:7149.2;600:6522.245;700:6012.368;800:5648.72;900:5340.973;1000:5069.583;1100:4874.106;1200:4789.906;1300:4712.328;1400:4538.861;1500:4384.663;1600:4256.073;1700:4118.738;1800:4059.831;1900:3996.529;2000:3956.461;2100:3931.909;2200:3912.971;2300:3888.0;2400:3870.678;2500:3861.118;2600:3853.485;2700:3840.699;2800:3826.806;2900:3815.422;3000:3809.247;3100:3806.724;3200:3803.151;3300:3801.339;3400:3800.096;3500:3799.313;3600:3797.482;3700:3796.137;3800:3794.923;3900:3793.476;4000:3793.128;4100:3792.849;4200:3791.915;4300:3791.493;4400:3790.979;4500:3790.641;4600:3790.349;4700:3790.276;4800:3790.205;4900:3790.2;5000:3790.199
ILSHADE,F15,1718.712,238.595,1:64765657786.297;100:3342.086;200:1726.211;300:1722.824;400:1722.212;500:1721.839;600:1721.462;700:1721.203;800:1720.987;900:1720.77;1000:1720.593;1100:1720.366;1200:1720.246;1300:1720.117;1400:1719.843;1500:1719.601;1600:1719.435;1700:1719.269;1800:1719.146;1900:1719.045;2000:1718.985;2100:1718.936;2200:1718.908;2300:1718.89;2400:1718.872;2500:1718.86;2600:1718.843;2700:1718.825;2800:1718.809;2900:1718.798;3000:1718.787;3100:1718.774;3200:1718.759;3300:1718.749;3400:1718.744;3500:1718.74;3600:1718.738;3700:1718.736;3800:1718.733;3900:1718.732;4000:1718.721;4100:1718.717;4200:1718.716;4300:1718.715;4400:1718.714;4500:1718.713;4600:1718.713;4700:1718.712;4800:1718.712;4900:1718.712;5000:1718.712
